eadid,bib_number,collection_title,match_count,match_type,match_phrase,snippet
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"with data such as assets, founding date) The Negro's Adventure in the Field of Life         Insurance,"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"notable African Americans, Little          Known History of the Negro, undated NIA corporate policies, plans, job descriptions"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"15, 16, panoramic photograph 33rd NNIA (National Negro Insurance Association) convention, Miami,          Florida,"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,", 1953 Sept. 22-24, panoramic photograph National Negro Insurance Association, silver anniversary convention, New          York"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"District Managers, 1931 January 29,"" undated National Negro Insurance Association, silver anniversary convention, New          York"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"front of building with sign, ""Headquarters, National Negro Insurance         Association,"" mounted panoramic photograph, Durham"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,") Music recital program, between 1958 and 1968 The Negro's Adventure in the Field of Life          Insurance,"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"United States, 1979 American Traveler's Guide to Negro          History, undated Arno Press, Black Studies Program"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"comic book,          1984 Merzette coloring books, 1985 Negro History Week: A National Celebration, undated Pepper"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Anti-Slavery,"of North Carolina annual report, 1994 British and Foreign Anti-Slavery Reporter          indices, 1840-1846, 1854,"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Slavery,"Carolina annual report, 1994 British and Foreign Anti-Slavery Reporter          indices, 1840-1846, 1854,"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,", undated Durham County Almanac, 1925 Ebony Publications on Negro Market Potential, 1965 and          undated Ernst and Ernst"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"Black Americans: A Chartbook, 1971 Causes of Negro Insurance Company  Failures, 1937 Committee for Economic Development"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"General Services Administration occupancy guides, 1963-1965 National Negro Health Week, 1928 The Negro Woman Worker,"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"-1965 National Negro Health Week, 1928 The Negro Woman Worker, 1938 Office of Economic Opportunity, 1967"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"Life Insurance, 1959 and undated The Integration of the Negro into the United States Navy, 1948 Joint Center"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"2005 NAACP publications, 1955-1963 National Council of Negro Women, 1956-1981 National Negro Finance Corporation,"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"National Council of Negro Women, 1956-1981 National Negro Finance Corporation,          1924 National Negro Business League Annual"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"-1981 National Negro Finance Corporation,          1924 National Negro Business League Annual Report, 1914 National Insurance Association"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"Urban League Building for the Future, 1956 The Negro and the Depression in North Carolina, 1933 Negro"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"Negro and the Depression in North Carolina, 1933 Negro History Week, pamphlet,          undated The Newcomen Society"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,", 1979 Triad Black Business Expo program, 1994 United Negro College Fund, 1958-1964 and undated University of"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,1927 July 3          (photocopied by NCM) Durham Negro Observer (5          issues) The Durham News Journal
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"         Nov. Jet, 1983-2005 The Journal of Negro History,          1962-1996 The Kappa-Alpha"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"The National Magazine of Commerce, 1935          Jan. National Negro Digest, circa          1937 The Nation-Wide Review"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"The Nation-Wide Review, 1928          Sept. The Negro History Bulletin,          1962-1975 The Negro History"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"The Negro History Bulletin,          1962-1975 The Negro History Bulletin,          1962-1975 Negro Progress in"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"1975 The Negro History Bulletin,          1962-1975 Negro Progress in North Carolina,          1950-1964 The"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"Progress in North Carolina,          1950-1964 The Negro Worker, 1944 July The New York Stock Exchange Magazine"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"Journal, 1994 Sept.          27 Unidentified newspaper (Durham Negro Observer?), circa 1920 (photocopy)"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"Other Printed Material A Picture History of the American          Negro, (poster), circa 1960s National African American"
ncmutual,004226392,North Carolina Mutual Life Insurance Company Archives,34,title_match,Negro,"reels, undated Unidentified audiotape reels, undated Adventures in Negro History,         1963 The Saxton Show, KTVM,"
ncpovertyproject,003133829,North Carolina Poverty Project records,2,title_match,Anti-slavery,"-1999 Causes of Poverty Material for repository Anti-slavery Professional advisory group, 1987-1996 Originals of working"
ncpovertyproject,003133829,North Carolina Poverty Project records,2,title_match,slavery," Causes of Poverty Material for repository Anti-slavery Professional advisory group, 1987-1996 Originals of working"
newboldnc,002273862,Nathan Carter Newbold family papers,4,note_match,Negro,Nathan Carter Newbold was the Director of the Division of Negro Education for the North Carolina State Department of Public Instruction
newboldnc,002273862,Nathan Carter Newbold family papers,4,note_match,Negro,", and then as the Director of the Division of Negro Education in Raleigh during segregation and Jim Crow. He"
newboldnc,002273862,Nathan Carter Newbold family papers,4,note_match,Negro,"to his tenure as the Director of the Division of Negro Education during segregation and Jim Crow.', '"
newboldnc,002273862,Nathan Carter Newbold family papers,4,note_match,enslaved,"deeds identify people of color and document the transfer of enslaved people.', 'Many portraits and some landscape"
newdayfilms,006078464,New Day Films archive,4,note_match,abolition,"Duniway through the great 19th century events: industrialization, abolition, the Civil War, westward movement, temperance and"
newdayfilms,006078464,New Day Films archive,4,note_match,abolition,"society denied them. Their quilts speak the language of abolition, patriotism, politics, social justice and westward expansion"
newdayfilms,006078464,New Day Films archive,4,note_match,slavery,", the Garifuna fought to maintain their homeland and resisted slavery. For this love of freedom, they were exiled"
newdayfilms,006078464,New Day Films archive,4,note_match,slavery,an important UNTOLD STORY of Carib/Garifuna resistance against slavery that deserves its place in the annals of the African
newsomdallaswalton,003121543,D. W. Newsom papers,1,title_match,Bills of Sale,", [ca. 1900] Deeds of Trust and Bills of Sale, 1923-1929 Appraisal reports, 1929 Personal notes"
nicholsabelbeach,004038488,Abel Beach Nichols papers,3,note_match,slave owner,"1796/7-1868) was a merchant, farmer, slave owner and dealer. Originally from Bridgeport, Connecticut, he settled"
nicholsabelbeach,004038488,Abel Beach Nichols papers,3,note_match,slaves,", followed by a tabular listing of the number of slaves, their names, from whom purchased, cost,"
nicholsabelbeach,004038488,Abel Beach Nichols papers,3,note_match,slaves,"amount. In all, Nichols bought and sold 42 slaves for a profit of $21,430.58. Headings such as"
northdouglass,002273866,Douglass Cecil North papers,6,title_match,Slavery,"for? Barzel, Yoram: An Economic Analysis of Slavery, 1977 Engerman, Stanley L. and Sokoloff, Kenneth"
northdouglass,002273866,Douglass Cecil North papers,6,title_match,Slavery,"Beyond: A Hypothesis, 1975 Fenoaltea, Stefano. Slavery and Supervision in Comparative Perspective: A         Model,"
northdouglass,002273866,Douglass Cecil North papers,6,title_match,Slavery,"Culture: Some Recent Developments in the         Historiography of Slavery, 1976 Fogel, Robert W. Historiography and Retrospective Econometrics"
northdouglass,002273866,Douglass Cecil North papers,6,title_match,Slavery,"Opposed Futures Markets?         1988 Pascell, Peter. Slavery and Southern Industrial Growth: A Two Sector         Approach"
northdouglass,002273866,Douglass Cecil North papers,6,title_match,Slaves,"Determinants of Early Childhood Health         and Mortality Among American Slaves, 1985 Stewart, Richard B. Four Paradoxes of Liberty"
northdouglass,002273866,Douglass Cecil North papers,6,title_match,Slavery,", 1981 Sutch, Richard C. The Profitability of Antebellum Slavery Revisited,         1965 Szreter, Simon. The Right"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,freed slaves,"around Catharine, who detailed her experiences while teaching newly freed slaves at plantations on the Sea Islands of South Carolina,"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,slaves,"Catharine, who detailed her experiences while teaching newly freed slaves at plantations on the Sea Islands of South Carolina,"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,abolitionist,while he served as secretary to U. S. Senator and abolitionist Charles Sumner (R-Ma) in 1864 in
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,freed slaves,"'s cousin Mary, joined her as a teacher of freed slaves in South Carolina. Includes letters written in 1933 by"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,slaves,"cousin Mary, joined her as a teacher of freed slaves in South Carolina. Includes letters written in 1933 by"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,freed slaves,"'Catharine Porter Noyes served as a teacher of newly freed slaves at plantations on the Sea Islands of South Carolina,"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,slaves,"Catharine Porter Noyes served as a teacher of newly freed slaves at plantations on the Sea Islands of South Carolina,"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,freed slaves,"1864) where she served as a teacher to newly freed slaves, Catharine mentioned a steamboat pleasure party that was disrupted"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,slaves,") where she served as a teacher to newly freed slaves, Catharine mentioned a steamboat pleasure party that was disrupted"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,slaves,"about the living habits and scattered relationships of the former slaves (1 April 1864).', 'She"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,slaves,").', 'She reported that the former slaves’ opinions of their former master were favorable. By"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,slaves,any [illegible] and never let anyone whip his slaves but himself he always counted the strokes and they never
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,freedmen,"white visitors looked down on her for her teaching the freedmen. Also, she noted that one local black male"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,plantation,"innocent. There was often illness and death on the plantation, and she described her sense of discomfort while attending"
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,abolitionist,while he served as secretary to U. S. Senator and abolitionist Charles Sumner (R-Ma.). She
noyesbalch,005857472,Noyes-Balch family papers,16,note_match,abolition,"She also noted events in the neighborhood, including her abolition fight with a neighbor and a woman who was deserted"
nuermbergerruth,002273864,Ruth Ketring Nuermberger Papers,1,note_match,abolitionist,"Charles Osborn, a defrocked Quaker minister and early U.S. abolitionist. There are also many folders of notes for another"
oaaaarchives,003492866,Outdoor Advertising Association of America (OAAA) Archives,1,note_match,Negro,"God Knows You Can Make a Difference""; United Negro College Fund ""No School, No Future"";"
oakeshenry,003288374,Henry Nathaniel Oakes papers,1,note_match,abolition,"notes on comments Jones made from 1905 to 1920 on abolition, African American business, mob violence and lynching,"
ortiz,002779192,Bobbye S. Ortiz papers,6,note_match,negro,"que menos importa, Guitarras como tristeza, O menino negro nao entrou na roda, Regresso, Canao final,"
ortiz,002779192,Bobbye S. Ortiz papers,6,note_match,negro,"Side 2: Una mujer, Si digo, Folkclor negro, Son final, Huaynos, Chamame a Cuba'"
ortiz,002779192,Bobbye S. Ortiz papers,6,note_match,negro,"del recuerdo, Un son para nios antillanos, El negro mar, El apellido', 'Record Label:"
ortiz,002779192,Bobbye S. Ortiz papers,6,note_match,negro,"Corrido de Aztlan, Canto a culebra, Indio y negro, La bamba chicana, Canto y amenecer, Hasta"
ortiz,002779192,Bobbye S. Ortiz papers,6,note_match,negro,", A que les tiras cuando sueas Mexicano, El negro Manuel Antonio, Bola Suriana de la muerte de Emiliano"
ortiz,002779192,Bobbye S. Ortiz papers,6,note_match,negro,"clara, Como tu, Cancin para despertar a un negro, Mi abuelo, Quiero', 'Record Label"
ortizvictoria,003268178,Victoria Ortiz papers,1,title_match,slavery,"and the Courts, NY Task Force Report Booklet on slavery and the federal courts Vietnam-era bumper stickers Material"
pagethomasnelson,000868085,Thomas Nelson Page papers,1,title_match,Negro,"King, Henry C., Some Notes on the    Negro Page, Thomas Nelson, Thomas Jefferson:    "
painternell,003157741,Nell Irvin Painter papers,4,note_match,abolition,"; a variety of social reform movements--such as abolition, communism, labor, and women's suffrage--"
painternell,003157741,Nell Irvin Painter papers,4,note_match,slavery,"War, subgroup also includes materials on Frederick Douglass, slavery, and the Antebellum Period. Among the article drafts"
painternell,003157741,Nell Irvin Painter papers,4,note_match,plantation,"reunion of all the families associated with a former slave plantation in North Carolina, and three fictional works of unknown"
painternell,003157741,Nell Irvin Painter papers,4,note_match,Slavery,", Anthony E. Kaye. August 2009: The Second Slavery: Modernity in the Nineteenth-Century South and the"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Anti-Slavery,"1977, 1982-1985 Bristol-Budd Center for Anti-Slavery Studies, 1996 Brown, Elsa Barkley, 1993-"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"1982-1985 Bristol-Budd Center for Anti-Slavery Studies, 1996 Brown, Elsa Barkley, 1993-"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"American Missionary Association Papers-Kansas, undated The American Negro Historical Society, Historical Society of          Pennsylvania, undated"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"Interest,          undated Cartwright, Joseph Howard: The Negro in Tennessee Politics, 1880-1891, unpublished"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Freedmen,"Correspondence to Kansas Governor, 1879, records of Kansas Freedmen's          Relief Association, 1879-1880 Correspondence to"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"Society, Lincoln, Neb., 1965 and          undated Negro Clippings, vols. 1-6 and some vol"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"Society, 1937-1943, and notes, undated Negro population,          1790-1910, New Orleans convention"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"and National Archives letters,          undated Soul Murder and Slavery, U.S. History as Women's History, [Professional"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"materials, interview transcripts Election Year, 1948, Southern Negro Youth Congress and Wallace campaign; and research materials"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"Theodore, American Communism and Soviet Russia: The Negro Question, 1960 Evolution of the beginning of the book"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"newspapers and drafts, circa 1977 Hosea Hudson, A Negro Communist in the Deep South, (NIP)"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"-1948, 1977 Oct. Marshall, Ray: The Negro and Organized Labor, 1965 Meyer, Frank S."
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"1977 Myrdal, Gunnar: An American Dilemma: The Negro Problem and Modern Democracy, 1944 Myrdal study,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"and 1996 Nolan, William, Communism Versus the Negro, 1951 Notes, circa 1977 Notes, undated Notes"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,", Abram L., The Black Worker: The Negro and the Labor Movement, 1931 Steel factory photograph information"
painternell,003157741,Nell Irvin Painter papers,79,title_match,freed slaves,1990 Sojourner Truth fights dependence on  government: moves freed slaves off welfare in Washington to jobs in upstate  New
painternell,003157741,Nell Irvin Painter papers,79,title_match,slaves,Sojourner Truth fights dependence on  government: moves freed slaves off welfare in Washington to jobs in upstate  New
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"circa 1992 Notes, circa 1997 Nash and Soderlund on Slavery in Mid-Atlantic, undated Nell, William C."
painternell,003157741,Nell Irvin Painter papers,79,title_match,Anti-Slavery,", 1991-1993 Pillsbury, Parker: Works of Anti-Slavery Apostles, notes, and undated Pinkster, 1985"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"-1993 Pillsbury, Parker: Works of Anti-Slavery Apostles, notes, and undated Pinkster, 1985"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"Charles: Latourette, Millerism, 1992 and undated Remembering Slavery: The Public Testimony and Private Worlds of Sojourner"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Anti-Slavery,"), 1993 Jan. 1-1994 Sojourner Truth in Anti-Slavery...,          (NIP), 1989 Sojourner Truth"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"1993 Jan. 1-1994 Sojourner Truth in Anti-Slavery...,          (NIP), 1989 Sojourner Truth"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Anti-Slavery,",          (NIP), 1989 Sojourner Truth in Anti-Slavery,          (NIP), in Untrodden Path,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"(NIP), 1989 Sojourner Truth in Anti-Slavery,          (NIP), in Untrodden Path,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"undated Sojourner Truth's knowledge, 1991 Soul Murder and Slavery,          (NIP) 1992 Summer Edmondson Lecture for"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Antislavery,"1889, 1992 Sterling, Dorothy: Sojourner Truth in Antislavery Press, 1854,          1989 Stowe, Harriet Beecher"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"Shane: Somewhat More Independent: The End of Slavery in New York City, 1991 Wilentz, Sean:"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"Caste in Steel,          1985 Northrup, Herbert: Negro Employment in Basic Industry, 1970 Notes, circa"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"McFeely, 1993 Stuckey, Sterling: Babo--The Negro as Hero, 1980 VLS review of Arguing About"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"as Hero, 1980 VLS review of Arguing About Slavery, 1995 Ella Thomas Book covers, 1995 Bryant,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Freedman,", 1992          June 12 Sales, Ruby and Estelle Freedman, 1990 Scott, Joan: Does Gender Make a"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,", 1976 and undated Sexuality, 1990 Soul Murder and Slavery, (NIP),          Edmondson Lecture, 1993"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"),          Edmondson Lecture, 1993 Soul Murder and Slavery, (NIP), 1993          and Three Southern"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,", (NIP),          undated Soul Murder and Slavery, (NIP), 1994          Apr. SUNY Buffalo"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"Papers, Reconsideration: John Hope Franklin's From Slavery to Freedom and Is Labor History at the Heart"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"Autobiography, Biography, and Gender, 1989 June Slavery, Violence in America, An Encyclopedia, ("
painternell,003157741,Nell Irvin Painter papers,79,title_match,slavery,"Aug. DuBois, W.E.B. memorial, 1969 English collections on slavery, abolition, and emancipation,          1998 ""Un"
painternell,003157741,Nell Irvin Painter papers,79,title_match,abolition,", W.E.B. memorial, 1969 English collections on slavery, abolition, and emancipation,          1998 ""Un essai d'ego"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"         regarding Johnetta Cole, (NIP), 1992 Negro populations, 1975 and 1983-1984 New Abolitionist,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Abolitionist,"1992 Negro populations, 1975 and 1983-1984 New Abolitionist, 1999 New Labor History and the Historical Moment"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,", 1997 ""Race and Beauty in the Era of Slavery,"" drafts, (NIP), 2004,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,plantation,", (NIP), Independent, 1986 Oct. Somerset plantation, 1986 Somerset reunion, Slaves with Volvos,          "
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slaves,", 1986 Oct. Somerset plantation, 1986 Somerset reunion, Slaves with Volvos,          (NIP), Independent,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,", 1974 and          Litwack, Leon: North of Slavery, 1961 notes,          undated Work, Survive,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"1984 Aptheker, Herbert: Documentary History of the Negro People in the United States, 1951, notes,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Freedmen,"Humphrey, George D.: Failure of the  Mississippi Freedmen's Bureau..., 1983 Kolchin, Peter: Scalawags"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"2002 Oct. 11 The 'South' and 'The Negro,' (NIP), The South for"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"Hagedorn and others, 1987-1989 Dictionary of American Negro Biography,Walter White Dubois Institute Mulatto Symposium,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"          White, 1989 Apr. How Much Democracy can the Negro Expect? (WFW), Commencement Address,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"Apr. 15 Jane White, 1968 Jewish Examiner,Blond Negro, 1948 Joel Spingarn to Amy Spingarn Re: Walter"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"1959 Survey Graphic,Harlem: Mecca of the New Negro, 1925 Mar. Re: Poppy Cannon, 1933-"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"Rowland: Afro-American Families in the Transition from Slavery to          Freedom, 1988 Bolton, Richard: Contest"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"in the Deep          South: Women; Race and Slavery, 2006 Brotz, Negro Social and Political Thought,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,": Women; Race and Slavery, 2006 Brotz, Negro Social and Political Thought,          1850-1920,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"), 1991 Daniel, Pete: The Metamorphosis of Slavery,          1865-1900, 1979 Daniels, Lee"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"Louis, Jr.: The Trope of a New          Negro and the Reconstruction of the Image of the Black,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"        1986 Solomon, Mark: Communist Theory and 'Negro          Work,' 1977 Spady, James G.:"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"         Way, 1993 Thompson, Mindy: The National Negro Labor          Council: A History, 1978 Thompson,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"undated Trachtenberg, Alan: ""Comment, 'Remembering Slavery,'"" SHA, 1994 box 152 Turner,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Freedmen,"Women's Lives, 1996 Von Alstyne, Abby: Freedmen's Savings and Trust Company,         undated Walker,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"Southern Agriculture and the Law, 1979 Sequel to Slavery: The New History Views the Postbellum South,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"1700-1820, undated Bowman, Joye, The Negro Factories Corporation, 1973 Dexter, Mary Louise,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Anti-Slavery,"Apr. 15, Turning the World Upside Down: the Anti-Slavery Conventions of          American Women, 1837-1839,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,", Turning the World Upside Down: the Anti-Slavery Conventions of          American Women, 1837-1839,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"Stanford University Feb. 16, Shaw Symposium on Women in Slavery and Reconstruction, Bryn Mawr          College Nov. 8,"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"1996 or          1997 Mar. 3, Soul Murder and Slavery: The Traffic in Women, University of Kentucky"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"Apr. 14, Taylor Lecture, Soul Murder and Slavery, Southwest Texas State University Apr. 20, Carter G."
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slaves,"          Douglass, Indiana University Mar. 18-20, Slaves/Slavery in the American Imaginary, Oklahoma Scholar"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,", Indiana University Mar. 18-20, Slaves/Slavery in the American Imaginary, Oklahoma Scholar - Leadership"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"Washington D.C. Nov. 7-8, Collective Degradation: Slavery and the Construction of Race, Yale University 2004"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"advertisement for Great London         Circus 1887 and undated, Negro troops and cowboys; Nicodemus posters and         settlers Circa"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"hotel         restaurant menus 1920 and undated, Jordan--Negro Baptist History 1976-1978 and undated, NIP and"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"-1995, Snapshot removed from Soul          Murder and Slavery folder 1994 Jan. 24, Tenth Year Celebration of the"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,", and unidentified sources 1880-1906 and undated, Negro troops and cowboys; Nicodemus posters and          settlers 1888"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"and cowboys; Nicodemus posters and          settlers 1888, Negro homesteaders, Nebraska 1937 and undated, Birmingham, Ala."
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"Disk037. Goldfield, Herbhill, Letter.I, Negro.TH, Knit reading, JWH,          Berks"
painternell,003157741,Nell Irvin Painter papers,79,title_match,Slavery,"         intro, Penguin intro Dec 97, Violence and Slavery Jan 98, Whiteness and Beauty          1998 Disk123."
painternell,003157741,Nell Irvin Painter papers,79,title_match,Negro,"7, and Robeson, Paul: Democracy and the Negro People:..., undated Sojourner Truth Subseries, 1857"
pattersonsamuel,000868104,Samuel Finley Patterson papers,1,note_match,slavery,"Correspondence from the Civil War and Reconstruction periods discusses abolitionism, slavery, supplies to Confederate soldiers, refugees, prices,"
personfamily,000868089,Person Family papers,6,note_match,slaves,"John W. Harris from P. C. Person includes five named slaves, one gray horse, 12 head of cattle,"
personfamily,000868089,Person Family papers,6,note_match,slaves,"Person family genealogy and names and birth dates of his slaves and of the slaves owned by his son, Thomas"
personfamily,000868089,Person Family papers,6,note_match,slaves,"names and birth dates of his slaves and of the slaves owned by his son, Thomas A. Person. Other"
personfamily,000868089,Person Family papers,6,note_match,slaves,"John W. Harris from P. C. Person includes five named slaves, one gray horse, 12 head of cattle,"
personfamily,000868089,Person Family papers,6,note_match,slaves,"Person family genealogy and names and birth dates of his slaves and of the slaves owned by his son, Thomas"
personfamily,000868089,Person Family papers,6,note_match,slaves,"names and birth dates of his slaves and of the slaves owned by his son, Thomas A. Person. Other"
personfamily,000868089,Person Family papers,3,title_match,slaves,"children’s birth dates, and names of his slaves with birth dates (all in back of book)"
personfamily,000868089,Person Family papers,3,title_match,overseer,"1845, agreement between P.C. Person and Azariah Card for overseer job of his land 1845, listing of property"
personfamily,000868089,Person Family papers,3,title_match,overseer,"John Foster to Thomas Person for service rendered as overseer 1864, portion of document by Confederate States of America"
peruvian,000868091,Peruvian collection,1,note_match,slaves,"and another account for the value of the jewels, slaves, engraved silver, furniture, vehicles for transporting persons or"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,Negro,"includes ads for Chicago Great Western Railway (picture of Negro waiter) and the Great Schichau', 'Category"
